Title,Director,Budget (INR Crores),Duration (mins),Genre
Fly Away Home,Carroll Ballard,182.6,107,Adventure
Tin Cup,Ron Shelton,373.5,135,Comedy
Barb Wire,David Hogan,74.7,98,Action
The Phantom,Simon Wincer,373.5,100,Action
The Fan,Tony Scott,456.5,116,Action
Eye for an Eye,John Schlesinger,166.0,101,Crime
Trees Lounge,Steve Buscemi,10.79,95,Comedy
The People vs. Larry Flynt,Milos Forman,298.8,130,Biography
Freeway,Matthew Bright,24.9,102,Comedy
Kazaam,Paul Michael Glaser,166.0,93,Comedy
Down Periscope,David S. Ward,257.3,92,Comedy
Mulholland Falls,Lee Tamahori,240.7,107,Crime
Jingle All the Way,Brian Levant,498.0,89,Adventure
She's the One,Edward Burns,29.05,96,Comedy
Shine,Scott Hicks,45.65,105,Biography
Maximum Risk,Ringo Lam,207.5,101,Action
Lone Star,John Sayles,41.5,135,Drama
Michael Collins,Neil Jordan,207.5,133,Biography
Phenomenon,Jon Turteltaub,265.6,123,Drama
Harriet the Spy,Bronwen Hughes,99.6,100,Comedy
Flipper,Alan Shapiro,211.9,95,Adventure
Evita,Alan Parker,456.5,135,Biography
Bordello of Blood,Gilbert Adler,107.9,87,Comedy
Spy Hard,Rick Friedberg,149.4,81,Action
Marvin's Room,Jerry Zaks,190.9,98,Drama
Multiplicity,Harold Ramis,373.5,117,Comedy
Everyone Says I Love You,Woody Allen,166.0,101,Comedy
A Very Brady Sequel,Arlene Sanford,99.6,90,Comedy
The Crow: City of Angels,Tim Pope,107.9,84,Action
Basquiat,Julian Schnabel,27.39,107,Biography
The Quest,Jean-Claude Van Damme,249.0,95,Action
Hellraiser: Bloodline,Director,33.2,85,Horror
Manny & Lo,Lisa Krueger,4.15,88,Comedy
The Chamber,James Foley,415.0,113,Crime
Blood and Wine,Bob Rafelson,182.6,101,Crime
Jude,Michael Winterbottom,58.1,123,Drama
Bulletproof,Ernest R. Dickerson,207.5,84,Action
Mad Dog Time,Larry Bishop,66.4,93,Comedy
Mrs. Winterbourne,Richard Benjamin,207.5,105,Comedy
The Glimmer Man,John Gray,373.5,91,Action
Up Close & Personal,Jon Avnet,498.0,124,Drama
The Juror,Brian Gibson,365.2,118,Crime
Flirting with Disaster,David O. Russell,58.1,92,Comedy
Joe's Apartment,John Payson,107.9,80,Comedy
Ghosts of Mississippi,Rob Reiner,298.8,130,Drama
The Preacher's Wife,Penny Marshall,332.0,123,Comedy
If Lucy Fell,Eric Schaeffer,41.5,92,Comedy
Bad Moon,Eric Red,58.1,80,Horror
Carpool,Arthur Hiller,141.1,89,Comedy
Before and After,Barbet Schroeder,290.5,108,Crime
Citizen Ruth,Alexander Payne,24.9,106,Comedy
Extreme Measures,Michael Apted,315.4,118,Crime
A Thin Line Between Love and Hate,Martin Lawrence,66.4,108,Comedy
The Whole Wide World,Dan Ireland,10.79,111,Biography
Dear God,Garry Marshall,182.6,112,Comedy
The Pallbearer,Matt Reeves,66.4,98,Comedy
Lawnmower Man 2: Beyond Cyberspace,Farhad Mann,124.5,93,Action
Curdled,Reb Braddock,19.09,88,Comedy
Eddie,Steve Rash,249.0,100,Comedy
The Adventures of Pinocchio,Steve Barron,207.5,96,Adventure
City Hall,Harold Becker,332.0,111,Drama
Twelfth Night,Trevor Nunn,41.5,134,Comedy
Mary Reilly,Stephen Frears,390.1,108,Drama
My Fellow Americans,Peter Segal,178.45,101,Adventure
Sgt. Bilko,Jonathan Lynn,323.7,93,Comedy
Heaven's Prisoners,Phil Joanou,207.5,132,Drama
Girl 6,Spike Lee,99.6,108,Comedy
Larger Than Life,Howard Franklin,249.0,93,Comedy
The Stupids,John Landis,207.5,94,Adventure
The Funeral,Abel Ferrara,103.75,99,Crime
Schizopolis,Steven Soderbergh,2.08,96,Comedy
Alaska,Fraser C. Heston,190.9,109,Adventure
Surviving Picasso,James Ivory,132.8,125,Biography
Kansas City,Robert Altman,157.7,116,Crime
Fled,Kevin Hooks,207.5,98,Action
Unforgettable,John Dahl,149.4,117,Drama
Grace of My Heart,Allison Anders,41.5,116,Comedy
Ed,Bill CouturiÃ©,199.2,94,Comedy
The Game,David Fincher,415.0,129,Drama
Boogie Nights,Paul Thomas Anderson,124.5,155,Drama
Titanic,James Cameron,1660.0,194,Drama
The Fifth Element,Luc Besson,771.9,126,Action
Austin Powers: International Man of Mystery,Jay Roach,136.95,89,Adventure
Lolita,Adrian Lyne,514.6,137,Drama
Good Will Hunting,Gus Van Sant,83.0,126,Drama
Starship Troopers,Paul Verhoeven,871.5,129,Action
The Devil's Advocate,Taylor Hackford,473.1,144,Drama
Con Air,Simon West,622.5,115,Action
Jackie Brown,Quentin Tarantino,99.6,154,Crime
L.A. Confidential,Curtis Hanson,290.5,138,Crime
Life Is Beautiful,Roberto Benigni,166.0,116,Comedy
Contact,Robert Zemeckis,747.0,150,Drama
Men in Black,Barry Sonnenfeld,747.0,98,Action
Home Alone 3,Raja Gosnell,265.6,102,Action
Air Force One,Wolfgang Petersen,705.5,124,Action
Batman & Robin,Joel Schumacher,1037.5,125,Action
Event Horizon,Paul W.S. Anderson,498.0,96,Horror
Hercules,Ron Clements,705.5,93,Animation
Dante's Peak,Roger Donaldson,962.8,108,Action
The Lost World: Jurassic Park,Steven Spielberg,605.9,129,Action
Scream 2,Wes Craven,199.2,120,Horror
Face/Off,John Woo,664.0,138,Action
As Good as It Gets,James L. Brooks,415.0,139,Comedy
Gattaca,Andrew Niccol,298.8,106,Drama
The Rainmaker,Francis Ford Coppola,332.0,135,Crime
I Know What You Did Last Summer,Jim Gillespie,141.1,101,Horror
Alien: Resurrection,Jean-Pierre Jeunet,622.5,109,Action
Liar Liar,Tom Shadyac,373.5,86,Comedy
Donnie Brasco,Mike Newell,290.5,127,Biography
George of the Jungle,Sam Weisman,456.5,92,Action
Anastasia,Don Bluth,415.0,94,Animation
Fools Rush In,Andy Tennant,166.0,109,Comedy
Midnight in the Garden of Good and Evil,Clint Eastwood,290.5,155,Crime
Good Burger,Brian Robbins,74.7,95,Comedy
The Edge,Lee Tamahori,249.0,117,Action
My Best Friend's Wedding,P.J. Hogan,315.4,105,Comedy
Anaconda,Luis Llosa,373.5,89,Action
Tomorrow Never Dies,Roger Spottiswoode,913.0,119,Action
Speed 2: Cruise Control,Jan de Bont,1328.0,121,Action
The Saint,Phillip Noyce,564.4,116,Action
Lost Highway,David Lynch,124.5,134,Mystery
The Full Monty,Peter Cattaneo,29.05,91,Comedy
Spawn,Mark A.Z. DippÃ©,332.0,96,Action
Seven Years in Tibet,Jean-Jacques Annaud,581.0,136,Adventure
Cop Land,James Mangold,124.5,105,Crime
Gummo,Harmony Korine,10.79,89,Comedy
In & Out,Frank Oz,290.5,90,Comedy
Wilde,Brian Gilbert,83.0,118,Biography
Chasing Amy,Kevin Smith,2.08,113,Comedy
U Turn,Oliver Stone,157.7,125,Crime
Conspiracy Theory,Richard Donner,622.5,135,Action
Breakdown,Jonathan Mostow,298.8,93,Crime
G.I. Jane,Ridley Scott,415.0,125,Action
The Jackal,Michael Caton-Jones,498.0,124,Action
Kiss the Girls,Gary Fleder,224.1,115,Crime
Vegas Vacation,Stephen Kessler,207.5,93,Comedy
The Devil's Own,Alan J. Pakula,747.0,111,Action
Amistad,Steven Spielberg,298.8,155,Biography
The Postman,Kevin Costner,664.0,177,Action
Mimic,Guillermo del Toro,249.0,105,Horror
Fierce Creatures,Fred Schepisi,207.5,93,Comedy
Grosse Pointe Blank,George Armitage,124.5,107,Action
Mortal Kombat: Annihilation,John R. Leonetti,249.0,95,Action
Spice World,Bob Spiers,207.5,93,Comedy
Selena,Gregory Nava,166.0,127,Biography
Happy Together,Kar-Wai Wong,34.86,96,Drama
The Borrowers,Peter Hewitt,240.7,89,Adventure
The Peacemaker,Mimi Leder,415.0,124,Action
Volcano,Mick Jackson,747.0,104,Action
Mousehunt,Gore Verbinski,315.4,98,Comedy
Beverly Hills Ninja,Dennis Dugan,149.4,88,Action
Murder at 1600,Dwight H. Little,332.0,107,Action
Flubber,Les Mayfield,664.0,93,Comedy
Orgazmo,Trey Parker,8.3,94,Comedy
The Ice Storm,Ang Lee,149.4,112,Drama
Soul Food,George Tillman Jr.,62.25,115,Comedy
Children of Heaven,Majid Majidi,1.49,89,Drama
Double Team,Hark Tsui,249.0,93,Action
The Relic,Peter Hyams,332.0,110,Horror
An American Werewolf in Paris,Anthony Waller,207.5,105,Comedy
Bean,Mel Smith,149.4,89,Adventure
Wag the Dog,Barry Levinson,124.5,97,Comedy
Absolute Power,Clint Eastwood,415.0,121,Action
Wishmaster,Robert Kurtzman,41.5,90,Fantasy
Jungle 2 Jungle,John Pasquin,265.6,105,Comedy
Private Parts,Betty Thomas,232.4,109,Biography
Picture Perfect,Glenn Gordon Caron,83.0,101,Comedy
Money Talks,Brett Ratner,207.5,97,Action
Switchback,Jeb Stuart,307.1,118,Crime
Nothing to Lose,Steve Oedekerk,207.5,98,Action
Steel,Kenneth Johnson,132.8,97,Action
Eve's Bayou,Kasi Lemmons,49.8,109,Drama
Kundun,Martin Scorsese,232.4,134,Biography
Fire Down Below,FÃ©lix EnrÃ­quez AlcalÃ¡,498.0,105,Action
Air Bud,Charles Martin Smith,24.9,98,Comedy
The Opposite of Sex,Don Roos,41.5,105,Comedy
For Richer or Poorer,Bryan Spicer,290.5,115,Comedy
Turbo: A Power Rangers Movie,Shuki Levy,66.4,99,Action
Rosewood,John Singleton,207.5,140,Action
Metro,Thomas Carter,456.5,117,Action
Red Corner,Jon Avnet,398.4,122,Crime
Affliction,Paul Schrader,49.8,114,Drama
Love Jones,Theodore Witcher,83.0,104,Drama
A Thousand Acres,Jocelyn Moorhouse,232.4,105,Drama
Hoodlum,Bill Duke,249.0,130,Crime
Excess Baggage,Marco Brambilla,166.0,101,Action
The Man Who Knew Too Little,Jon Amiel,166.0,94,Comedy
The Beautician and the Beast,Ken Kwapis,132.8,105,Comedy
Suicide Kings,Peter O'Fallon,41.5,106,Comedy
City of Industry,John Irvin,66.4,97,Crime
One Eight Seven,Kevin Reynolds,166.0,119,Drama
Deconstructing Harry,Woody Allen,166.0,96,Comedy
A Life Less Ordinary,Danny Boyle,99.6,103,Comedy
The Night Flier,Mark Pavia,8.3,94,Fantasy
Kull the Conqueror,John Nicolella,249.0,95,Action
The Spanish Prisoner,David Mamet,83.0,110,Drama
The Pest,Paul Miller,66.4,84,Comedy
Warriors of Virtue,Ronny Yu,290.5,101,Action
The Apostle,Robert Duvall,41.5,134,Drama
Anna Karenina,Bernard Rose,290.5,108,Drama
Ulee's Gold,Victor Nunez,22.41,113,Drama
Prefontaine,Steve James,66.4,106,Biography
Cats Don't Dance,Mark Dindal,265.6,75,Animation
Turbulence,Robert Butler,456.5,100,Action
One Night Stand,Mike Figgis,199.2,102,Drama
Paradise Road,Bruce Beresford,132.8,122,Drama
Trojan War,George Huang,124.5,85,Comedy
Mr. Magoo,Stanley Tong,249.0,87,Adventure
Fathers' Day,Ivan Reitman,705.5,98,Comedy
Lawn Dogs,John Duigan,66.4,101,Drama
Two Girls and a Guy,James Toback,8.3,84,Comedy
The House of Yes,Mark Waters,12.45,85,Comedy
She's So Lovely,Nick Cassavetes,149.4,100,Drama
Twin Town,Kevin Allen,27.39,99,Comedy
Leave It to Beaver,Andy Cadiff,124.5,84,Comedy
A Simple Wish,Michael Ritchie,232.4,89,Comedy
Star Kid,Manny Coto,99.6,101,Adventure
The Last Time I Committed Suicide,Stephen Kay,33.2,92,Biography
Out to Sea,Martha Coolidge,273.9,106,Comedy
Gone Fishin',Christopher Cain,439.9,94,Comedy
Most Wanted,David Hogan,207.5,99,Action
8 Heads in a Duffel Bag,Tom Schulman,24.9,95,Adventure
The Sixth Man,Randall Miller,91.3,107,Comedy
Welcome to Sarajevo,Michael Winterbottom,74.7,103,Drama
Playing God,Andy Wilson,99.6,94,Crime
In the Company of Men,Neil LaBute,0.21,97,Comedy
McHale's Navy,Bryan Spicer,258.88,108,Action
Smilla's Sense of Snow,Bille August,290.5,121,Crime
The Big Lebowski,Joel Coen,124.5,117,Comedy
Saving Private Ryan,Steven Spielberg,581.0,169,Drama
American History X,Tony Kaye,166.0,119,Drama
The Truman Show,Peter Weir,498.0,103,Comedy
Armageddon,Michael Bay,1162.0,151,Action
Rounders,John Dahl,99.6,121,Crime
Wild Things,John McNaughton,166.0,108,Crime
Blade,Stephen Norrington,373.5,120,Action
The Wedding Singer,Frank Coraci,149.4,97,Comedy
Meet Joe Black,Martin Brest,747.0,178,Drama
Rush Hour,Brett Ratner,273.9,98,Action
Fear and Loathing in Las Vegas,Terry Gilliam,153.55,118,Adventure
Deep Impact,Mimi Leder,622.5,120,Action
There's Something About Mary,Bobby Farrelly,190.9,119,Comedy
The Faculty,Robert Rodriguez,124.5,104,Horror
A Bug's Life,John Lasseter,996.0,95,Animation
Out of Sight,Steven Soderbergh,398.4,123,Comedy
Mulan,Tony Bancroft,747.0,88,Animation
Practical Magic,Griffin Dunne,622.5,104,Comedy
The Thin Red Line,Terrence Malick,431.6,170,Drama
Pleasantville,Gary Ross,498.0,124,Comedy
You've Got Mail,Nora Ephron,539.5,119,Comedy
What Dreams May Come,Vincent Ward,705.5,113,Drama
Rushmore,Wes Anderson,74.7,93,Comedy
The Mask of Zorro,Martin Campbell,788.5,136,Action
A Perfect Murder,Andrew Davis,498.0,107,Crime
Dark City,Alex Proyas,224.1,100,Fantasy
Ever After: A Cinderella Story,Andy Tennant,215.8,121,Comedy
Godzilla,Roland Emmerich,1079.0,139,Action
Shakespeare in Love,John Madden,207.5,123,Comedy
Can't Hardly Wait,Harry Elfont,83.0,100,Comedy
Small Soldiers,Joe Dante,332.0,110,Action
Snake Eyes,Brian De Palma,605.9,98,Crime
The Prince of Egypt,Brenda Chapman,581.0,99,Animation
Stepmom,Chris Columbus,415.0,125,Comedy
The Waterboy,Frank Coraci,190.9,90,Comedy
Blast from the Past,Hugh Wilson,290.5,112,Comedy
Star Trek: Insurrection,Jonathan Frakes,481.4,103,Action
The Man in the Iron Mask,Randall Wallace,290.5,132,Action
Enemy of the State,Tony Scott,747.0,132,Action
The Celebration,Thomas Vinterberg,10.79,105,Drama
Urban Legend,Jamie Blanks,116.2,99,Horror
Ronin,John Frankenheimer,456.5,122,Action
Lost in Space,Stephen Hopkins,664.0,130,Action
Bride of Chucky,Ronny Yu,207.5,89,Comedy
Pi,Darren Aronofsky,0.5,84,Drama
The Horse Whisperer,Robert Redford,498.0,169,Drama
Happiness,Todd Solondz,18.26,134,Comedy
Patch Adams,Tom Shadyac,747.0,115,Biography
Sphere,Barry Levinson,664.0,134,Action
U.S. Marshals,Stuart Baird,498.0,131,Action
Six Days Seven Nights,Ivan Reitman,581.0,102,Action
Deep Rising,Stephen Sommers,373.5,106,Action
Lethal Weapon 4,Richard Donner,1162.0,127,Action
Elizabeth,Shekhar Kapur,249.0,124,Biography
The Negotiator,F. Gary Gray,415.0,140,Action
54,Mark Christopher,107.9,93,Drama
Hope Floats,Forest Whitaker,249.0,114,Drama
Sliding Doors,Peter Howitt,49.8,99,Comedy
Buffalo '66,Vincent Gallo,12.45,110,Comedy
Psycho,Gus Van Sant,498.0,105,Horror
Halloween H20: 20 Years Later,Steve Miner,141.1,86,Horror
Disturbing Behavior,David Nutter,124.5,84,Horror
Mercury Rising,Harold Becker,498.0,111,Action
City of Angels,Brad Silberling,456.5,114,Drama
Half Baked,Tamra Davis,66.4,82,Comedy
He Got Game,Spike Lee,207.5,136,Drama
Antz,Eric Darnell,871.5,83,Animation
A Simple Plan,Sam Raimi,249.0,121,Crime
Vampires,John Carpenter,166.0,108,Action
Following,Christopher Nolan,0.05,69,Crime
Great Expectations,Alfonso CuarÃ³n,207.5,111,Drama
The Avengers,Jeremiah S. Chechik,498.0,89,Action
The Legend of 1900,Giuseppe Tornatore,74.7,169,Drama
I Still Know What You Did Last Summer,Danny Cannon,539.5,100,Horror
The Siege,Edward Zwick,581.0,116,Action
Soldier,Paul W.S. Anderson,498.0,99,Action
A Night at the Roxbury,John Fortenberry,141.1,82,Comedy
The X Files,Rob Bowman,547.8,121,Drama
BASEketball,David Zucker,207.5,103,Comedy
Six-String Samurai,Lance Mungia,16.6,91,Action
The Replacement Killers,Antoine Fuqua,249.0,87,Action
Bulworth,Warren Beatty,249.0,108,Comedy
Dirty Work,Bob Saget,107.9,82,Comedy
Apt Pupil,Bryan Singer,116.2,111,Crime
Doctor Dolittle,Betty Thomas,593.45,85,Comedy
Celebrity,Woody Allen,99.6,113,Comedy
Very Bad Things,Peter Berg,249.0,100,Comedy
The Last Days of Disco,Whit Stillman,66.4,113,Comedy
The Big Hit,Kirk Wong,107.9,91,Action
Blues Brothers 2000,John Landis,232.4,123,Action
Gods and Monsters,Bill Condon,83.0,105,Biography
The Red Violin,FranÃ§ois Girard,149.4,130,Drama
Mighty Joe Young,Ron Underwood,747.0,114,Action
The Object of My Affection,Nicholas Hytner,124.5,111,Comedy
Twilight,Robert Benton,307.1,94,Crime
PokÃ©mon: The First Movie - Mewtwo Strikes Back,Kunihiko Yuyama,249.0,96,Animation
Belly,Hype Williams,24.9,96,Crime
Waking Ned Devine,Kirk Jones,24.9,91,Comedy
Babe: Pig in the City,George Miller,747.0,97,Adventure
Primary Colors,Mike Nichols,539.5,143,Comedy
Quest for Camelot,Frederik Du Chau,332.0,86,Animation
Hard Rain,Mikael Salomon,581.0,97,Action
Simon Birch,Mark Steven Johnson,249.0,114,Comedy
The Idiots,Lars von Trier,20.75,117,Comedy
Jack Frost,Troy Miller,705.5,101,Comedy
Hush,Jonathan Darby,174.3,96,Drama
How Stella Got Her Groove Back,Kevin Rodney Sullivan,166.0,124,Comedy
Almost Heroes,Christopher Guest,249.0,90,Adventure
Major League: Back to the Minors,John Warren,149.4,100,Comedy
A Civil Action,Steven Zaillian,622.5,115,Drama
Playing by Heart,Willard Carroll,166.0,121,Comedy
The Rugrats Movie,Igor Kovalyov,199.2,79,Animation
The Players Club,Ice Cube,37.35,104,Comedy
Dead Man on Campus,Alan Cohn,116.2,96,Comedy
Senseless,Penelope Spheeris,124.5,93,Comedy
Black Dog,Kevin Hooks,249.0,89,Action
Dangerous Beauty,Marshall Herskovitz,66.4,111,Biography
The Newton Boys,Richard Linklater,224.1,122,Action
Central Station,Walter Salles,24.07,110,Drama
Pecker,John Waters,49.8,87,Comedy
Without Limits,Robert Towne,207.5,117,Biography
Wide Awake,M. Night Shyamalan,49.8,88,Comedy
Mafia!,Jim Abrahams,83.0,87,Comedy
Desperate Measures,Barbet Schroeder,415.0,100,Action
Hideous Kinky,Gillies MacKinnon,99.6,98,Adventure
Smoke Signals,Chris Eyre,16.6,89,Comedy
Beloved,Jonathan Demme,664.0,172,Drama
One True Thing,Carl Franklin,249.0,127,Drama
Firestorm,Dean Semler,157.7,89,Action
Slums of Beverly Hills,Tamara Jenkins,41.5,91,Comedy
Strangeland,John Pieplow,9.13,85,Horror
Paulie,John Roberts,190.9,91,Adventure
Barney's Great Adventure,Steve Gomer,124.5,76,Adventure
Meet the Deedles,Steve Boyum,199.2,93,Comedy
The Gingerbread Man,Robert Altman,207.5,114,Crime
Savior,Predrag Antonijevic,83.0,103,Drama
Clay Pigeons,David Dobkin,66.4,104,Comedy
Knock Off,Hark Tsui,249.0,91,Action
I'll Be Home for Christmas,Arlene Sanford,249.0,86,Comedy
Edge of Seventeen,David Moreton,5.81,99,Comedy
Ringmaster,Neil Abramson,166.0,90,Comedy
Another Day in Paradise,Larry Clark,37.35,101,Crime
Holy Man,Stephen Herek,498.0,114,Comedy
Your Friends and Neighbors,Neil LaBute,41.5,100,Comedy
Zero Effect,Jake Kasdan,41.5,116,Comedy
Hell's Kitchen,Tony Cinciripini,49.8,95,Crime
Hurlyburly,Anthony Drazan,124.5,122,Comedy
Home Fries,Dean Parisot,290.5,91,Comedy
The Matrix,Lana Wachowski,522.9,136,Action
Fight Club,David Fincher,522.9,139,Drama
The Talented Mr. Ripley,Anthony Minghella,332.0,139,Crime
Eyes Wide Shut,Stanley Kubrick,539.5,159,Drama
The Mummy,Stephen Sommers,664.0,124,Action
American Pie,Paul Weitz,91.3,95,Comedy
The Green Mile,Frank Darabont,498.0,189,Crime
American Beauty,Sam Mendes,124.5,122,Drama
Star Wars: Episode I - The Phantom Menace,George Lucas,954.5,136,Action
10 Things I Hate About You,Gil Junger,249.0,97,Comedy
The Sixth Sense,M. Night Shyamalan,332.0,107,Drama
Austin Powers: the Spy Who Shagged Me,Jay Roach,273.9,95,Action
Office Space,Mike Judge,83.0,89,Comedy
Galaxy Quest,Dean Parisot,373.5,102,Adventure
Notting Hill,Roger Michell,348.6,124,Comedy
Cruel Intentions,Roger Kumble,87.15,97,Drama
The Blair Witch Project,Daniel Myrick,0.5,81,Horror
The Virgin Suicides,Sofia Coppola,74.7,97,Drama
Magnolia,Paul Thomas Anderson,307.1,188,Drama
"Girl, Interrupted",James Mangold,332.0,127,Biography
Stuart Little,Rob Minkoff,1103.9,84,Adventure
Deep Blue Sea,Renny Harlin,498.0,105,Action
The Boondock Saints,Troy Duffy,49.8,108,Action
Varsity Blues,Brian Robbins,132.8,106,Comedy
She's All That,Robert Iscove,83.0,95,Comedy
Sleepy Hollow,Tim Burton,830.0,105,Fantasy
Lake Placid,Steve Miner,290.5,82,Action
Toy Story 2,John Lasseter,747.0,92,Animation
Dogma,Kevin Smith,83.0,130,Adventure
Tarzan,Chris Buck,1079.0,88,Animation
Election,Alexander Payne,207.5,103,Comedy
Being John Malkovich,Spike Jonze,107.9,113,Comedy
The Iron Giant,Brad Bird,581.0,86,Animation
The World Is Not Enough,Michael Apted,1120.5,128,Action
Mystery Men,Kinka Usher,564.4,121,Action
Wild Wild West,Barry Sonnenfeld,1411.0,106,Action
Big Daddy,Dennis Dugan,283.86,93,Comedy
The Ninth Gate,Roman Polanski,315.4,133,Mystery
Double Jeopardy,Bruce Beresford,581.0,105,Crime
The Insider,Michael Mann,747.0,157,Biography
Deuce Bigalow: Male Gigolo,Mike Mitchell,141.1,88,Comedy
The 13th Warrior,John McTiernan,1328.0,102,Action
Life,Ted Demme,664.0,108,Comedy
End of Days,Peter Hyams,830.0,122,Action
The Thomas Crown Affair,John McTiernan,398.4,113,Crime
Drop Dead Gorgeous,Michael Patrick Jann,124.5,97,Comedy
Boys Don't Cry,Kimberly Peirce,16.6,118,Biography
8MM,Joel Schumacher,332.0,123,Crime
House on Haunted Hill,William Malone,307.1,93,Crime
But I'm a Cheerleader,Jamie Babbit,9.96,85,Comedy
Never Been Kissed,Raja Gosnell,207.5,107,Comedy
Jawbreaker,Darren Stein,29.05,87,Comedy
The Bone Collector,Phillip Noyce,605.9,118,Crime
Any Given Sunday,Oliver Stone,456.5,162,Drama
A Walk on the Moon,Tony Goldwyn,116.2,107,Drama
Summer of Sam,Spike Lee,182.6,142,Crime
The Cider House Rules,Lasse HallstrÃ¶m,199.2,126,Drama
October Sky,Joe Johnston,207.5,108,Biography
The Haunting,Jan de Bont,664.0,113,Fantasy
eXistenZ,David Cronenberg,124.5,97,Horror
For Love of the Game,Sam Raimi,664.0,137,Drama
Bringing Out the Dead,Martin Scorsese,456.5,121,Drama
Three Kings,David O. Russell,622.5,114,Action
Go,Doug Liman,166.0,102,Comedy
Payback,Brian Helgeland,747.0,100,Action
"South Park: Bigger, Longer & Uncut",Trey Parker,174.3,81,Animation
The Straight Story,David Lynch,83.0,112,Biography
Idle Hands,Rodman Flender,207.5,92,Comedy
Bowfinger,Frank Oz,456.5,97,Comedy
Detroit Rock City,Adam Rifkin,282.2,95,Comedy
The General's Daughter,Simon West,788.5,116,Crime
The Messenger: The Story of Joan of Arc,Luc Besson,705.5,148,Adventure
Man on the Moon,Milos Forman,680.6,118,Biography
Ratcatcher,Lynne Ramsay,0.25,94,Drama
Ravenous,Antonia Bird,99.6,101,Adventure
Entrapment,Jon Amiel,547.8,113,Action
Stir of Echoes,David Koepp,99.6,99,Horror
Teaching Mrs. Tingle,Kevin Williamson,107.9,96,Comedy
Bicentennial Man,Chris Columbus,830.0,132,Comedy
