Director,Duration (mins),Budget (INR Crores),Genre
Zoya Akhtar,110,318.68,Romantic Comedy
Prashanth Neel,168,200.0,Musical
Rohit Shetty,157,124.26,Drama
Rajkumar Hirani,163,84.02,Romance
S.S. Rajamouli,130,181.05,Animation
Ayan Mukerji,114,207.05,Fantasy
Atlee,116,233.3,Musical
Kabir Khan,161,95.0,Fantasy
Atlee,166,226.99,Comedy
Ayan Mukerji,119,369.56,Romantic Comedy
Lokesh Kanagaraj,151,423.59,Horror
Rajkumar Hirani,160,28.89,Romance
Vishal Bhardwaj,156,453.03,Sci-Fi
S.S. Rajamouli,166,440.09,Adventure
Mani Ratnam,149,126.83,Action
Sriram Raghavan,166,407.66,Sci-Fi
Atlee,176,169.11,Musical
Rajkumar Hirani,143,465.34,Musical
Rajkumar Hirani,102,466.28,Romantic Comedy
Sandeep Reddy Vanga,118,357.63,Comedy
Atlee,166,74.63,Drama
Prashanth Neel,164,356.7,Sci-Fi
Anurag Kashyap,124,331.91,Horror
S.S. Rajamouli,130,343.65,Historical
Lokesh Kanagaraj,162,176.8,Comedy
Vishal Bhardwaj,163,51.5,Fantasy
Vishal Bhardwaj,123,293.43,Action
Mani Ratnam,131,202.74,Horror
Ayan Mukerji,95,27.94,Biography
Anurag Basu,151,104.16,Biography
Kabir Khan,114,162.22,Romantic Comedy
Sandeep Reddy Vanga,166,354.85,Biography
Kabir Khan,161,114.42,Thriller
Sanjay Leela Bhansali,163,165.74,Thriller
Vishal Bhardwaj,138,222.85,Action
Rohit Shetty,93,367.94,Thriller
Ayan Mukerji,103,449.57,Adventure
Sriram Raghavan,123,128.37,Thriller
Rajkumar Hirani,165,157.38,Romantic Comedy
Karan Johar,145,222.84,Action
S.S. Rajamouli,139,405.01,Romantic Comedy
Vishal Bhardwaj,146,264.95,Musical
Vishal Bhardwaj,180,203.63,Comedy
Kabir Khan,146,300.49,Historical
Atlee,155,488.6,Action
Anurag Basu,160,113.35,Romantic Comedy
Imtiaz Ali,154,144.1,Drama
Prashanth Neel,143,182.13,Animation
Karan Johar,178,101.42,Biography
Shoojit Sircar,148,493.22,Romantic Comedy
Karan Johar,147,183.62,Romantic Comedy
Rohit Shetty,110,447.31,Fantasy
Sanjay Leela Bhansali,120,408.6,Romantic Comedy
S.S. Rajamouli,111,258.25,Romantic Comedy
Sandeep Reddy Vanga,95,51.26,Biography
Sandeep Reddy Vanga,136,200.82,Animation
Anurag Kashyap,119,496.52,Romantic Comedy
Anurag Kashyap,140,114.61,Romance
Prashanth Neel,111,310.43,Musical
S.S. Rajamouli,176,411.04,Fantasy
Imtiaz Ali,171,316.92,Adventure
Mani Ratnam,124,257.7,Musical
Shoojit Sircar,160,490.27,Animation
Kabir Khan,125,251.35,Biography
Sriram Raghavan,160,232.07,Romance
Kabir Khan,170,297.34,Historical
Sandeep Reddy Vanga,153,40.15,Action
Ayan Mukerji,120,104.85,Fantasy
Rajkumar Hirani,110,237.3,Action
Sandeep Reddy Vanga,96,257.94,Romance
Ayan Mukerji,112,55.22,Romantic Comedy
Vishal Bhardwaj,90,414.64,Fantasy
Rohit Shetty,93,392.19,Animation
S.S. Rajamouli,103,125.03,Comedy
Kabir Khan,98,26.24,Fantasy
Sriram Raghavan,143,112.44,Horror
Ayan Mukerji,108,162.64,Drama
Prashanth Neel,145,99.13,Sci-Fi
Vishal Bhardwaj,168,63.51,Romance
Ayan Mukerji,119,61.39,Musical
Lokesh Kanagaraj,108,112.25,Thriller
Anurag Basu,129,380.21,Sci-Fi
Lokesh Kanagaraj,163,59.19,Horror
S.S. Rajamouli,97,81.37,Thriller
Anurag Kashyap,178,431.4,Action
Shoojit Sircar,105,90.68,Comedy
Anurag Basu,160,185.77,Musical
Anurag Kashyap,119,126.69,Biography
Ayan Mukerji,96,289.23,Thriller
Vishal Bhardwaj,178,199.06,Crime
Vishal Bhardwaj,114,312.42,Drama
Lokesh Kanagaraj,119,219.74,Crime
Atlee,109,84.03,Romance
Sriram Raghavan,162,219.35,Drama
Ayan Mukerji,168,451.88,Horror
Kabir Khan,138,386.36,Horror
Anurag Basu,133,467.54,Animation
Mani Ratnam,167,48.42,Romance
S.S. Rajamouli,143,49.71,Thriller
Shoojit Sircar,158,227.73,Crime
Anurag Basu,165,214.41,Sci-Fi
Sanjay Leela Bhansali,124,324.6,Action
Rohit Shetty,111,400.85,Drama
Vishal Bhardwaj,148,250.45,Crime
Zoya Akhtar,172,139.17,Sci-Fi
Zoya Akhtar,110,331.47,Thriller
Sanjay Leela Bhansali,91,269.42,Romance
Lokesh Kanagaraj,136,220.26,Thriller
Mani Ratnam,168,286.29,Biography
S.S. Rajamouli,154,456.58,Romantic Comedy
Prashanth Neel,170,209.78,Historical
Anurag Basu,92,341.2,Thriller
Lokesh Kanagaraj,153,454.03,Crime
Atlee,178,433.29,Crime
Anurag Kashyap,176,150.96,Sci-Fi
Sriram Raghavan,166,247.19,Musical
Rajkumar Hirani,168,65.21,Sci-Fi
Karan Johar,118,67.47,Action
Atlee,166,80.12,Biography
Lokesh Kanagaraj,144,160.78,Adventure
Zoya Akhtar,167,121.05,Adventure
Mani Ratnam,100,280.07,Animation
Sanjay Leela Bhansali,112,254.41,Romantic Comedy
Sandeep Reddy Vanga,119,462.84,Musical
Zoya Akhtar,105,247.34,Adventure
Shoojit Sircar,95,454.92,Historical
Anurag Basu,123,479.02,Animation
Mani Ratnam,121,262.54,Animation
Vishal Bhardwaj,100,338.35,Musical
Shoojit Sircar,179,38.61,Thriller
Karan Johar,180,333.76,Historical
Anurag Basu,160,297.56,Sci-Fi
Atlee,172,415.69,Thriller
Prashanth Neel,97,221.82,Drama
Prashanth Neel,166,110.88,Biography
Rajkumar Hirani,177,381.18,Crime
Prashanth Neel,126,361.13,Horror
Vishal Bhardwaj,159,240.43,Drama
S.S. Rajamouli,108,152.53,Thriller
Anurag Basu,148,185.48,Historical
S.S. Rajamouli,147,44.1,Romantic Comedy
Lokesh Kanagaraj,165,450.73,Musical
Rajkumar Hirani,126,230.57,Action
Mani Ratnam,142,428.37,Action
Anurag Kashyap,154,72.71,Musical
Kabir Khan,146,140.03,Drama
Sriram Raghavan,106,434.26,Fantasy
Rajkumar Hirani,159,65.74,Fantasy
Mani Ratnam,146,332.51,Romance
Sanjay Leela Bhansali,133,249.22,Horror
Ayan Mukerji,179,244.76,Romance
Mani Ratnam,133,206.34,Drama
Anurag Basu,90,368.57,Romantic Comedy
S.S. Rajamouli,131,496.58,Biography
Shoojit Sircar,120,277.53,Sci-Fi
Ayan Mukerji,114,20.73,Animation
Karan Johar,116,423.03,Comedy
Rajkumar Hirani,153,240.72,Biography
Vishal Bhardwaj,176,334.35,Horror
Anurag Kashyap,158,369.36,Romance
Vishal Bhardwaj,163,435.92,Thriller
Shoojit Sircar,165,411.63,Musical
Imtiaz Ali,103,427.31,Action
Rohit Shetty,173,494.48,Fantasy
Vishal Bhardwaj,139,177.94,Adventure
Rajkumar Hirani,160,60.41,Thriller
Mani Ratnam,120,338.5,Horror
Anurag Basu,115,30.37,Sci-Fi
Karan Johar,164,158.51,Musical
Prashanth Neel,94,45.47,Romantic Comedy
Karan Johar,159,36.72,Biography
Lokesh Kanagaraj,131,246.58,Crime
Rohit Shetty,137,324.02,Crime
Sandeep Reddy Vanga,91,424.03,Drama
Ayan Mukerji,129,244.06,Historical
S.S. Rajamouli,143,43.66,Animation
Mani Ratnam,167,395.77,Historical
Lokesh Kanagaraj,170,208.81,Comedy
Sriram Raghavan,141,187.7,Crime
Imtiaz Ali,139,337.6,Romantic Comedy
Rohit Shetty,170,389.41,Thriller
S.S. Rajamouli,104,194.65,Biography
Atlee,118,441.92,Adventure
Zoya Akhtar,142,444.73,Animation
S.S. Rajamouli,109,158.77,Adventure
Zoya Akhtar,164,264.81,Sci-Fi
Sandeep Reddy Vanga,116,198.09,Romance
Mani Ratnam,179,349.14,Drama
Sriram Raghavan,153,497.93,Adventure
Karan Johar,106,280.51,Fantasy
Imtiaz Ali,162,69.86,Drama
Anurag Kashyap,134,254.59,Drama
Shoojit Sircar,91,174.44,Musical
Imtiaz Ali,171,28.67,Musical
Mani Ratnam,96,203.56,Comedy
Atlee,141,73.89,Comedy
Anurag Kashyap,91,162.78,Musical
Imtiaz Ali,121,357.06,Adventure
Vishal Bhardwaj,173,403.51,Sci-Fi
S.S. Rajamouli,134,253.37,Horror
Atlee,179,239.05,Crime
Atlee,165,133.0,Musical
Rohit Shetty,172,194.1,Fantasy
Sanjay Leela Bhansali,143,241.95,Sci-Fi
Sandeep Reddy Vanga,147,171.79,Crime
Imtiaz Ali,167,121.35,Crime
S.S. Rajamouli,149,62.51,Thriller
Mani Ratnam,137,168.19,Comedy
Zoya Akhtar,151,326.4,Musical
Zoya Akhtar,136,368.81,Biography
Karan Johar,102,151.99,Comedy
Sriram Raghavan,139,43.18,Animation
Kabir Khan,164,391.66,Adventure
Sriram Raghavan,100,242.76,Romantic Comedy
S.S. Rajamouli,111,200.97,Historical
Rohit Shetty,144,249.3,Crime
Prashanth Neel,108,340.2,Sci-Fi
Mani Ratnam,135,164.52,Romantic Comedy
Prashanth Neel,164,422.58,Romance
Prashanth Neel,125,152.9,Horror
Mani Ratnam,112,259.94,Thriller
Karan Johar,154,498.43,Horror
Prashanth Neel,136,110.76,Adventure
Anurag Basu,177,309.72,Action
Sanjay Leela Bhansali,122,259.84,Drama
Mani Ratnam,117,317.98,Horror
Vishal Bhardwaj,180,125.68,Drama
Kabir Khan,132,302.44,Sci-Fi
Anurag Kashyap,131,148.16,Action
Sriram Raghavan,121,205.92,Romance
Lokesh Kanagaraj,109,479.8,Sci-Fi
Prashanth Neel,145,182.3,Musical
Karan Johar,127,485.63,Historical
Zoya Akhtar,106,338.76,Horror
Shoojit Sircar,108,146.72,Romance
Sandeep Reddy Vanga,92,249.29,Fantasy
Shoojit Sircar,110,176.86,Musical
Shoojit Sircar,123,168.14,Action
Sandeep Reddy Vanga,164,97.51,Crime
Karan Johar,158,261.72,Comedy
Anurag Kashyap,153,386.86,Thriller
Vishal Bhardwaj,161,210.31,Sci-Fi
Imtiaz Ali,113,41.2,Comedy
Karan Johar,178,252.5,Crime
Shoojit Sircar,132,418.43,Drama
Ayan Mukerji,169,206.99,Romantic Comedy
Anurag Basu,130,202.85,Sci-Fi
Karan Johar,111,105.16,Comedy
Rohit Shetty,166,103.12,Romantic Comedy
Sanjay Leela Bhansali,152,139.75,Animation
Mani Ratnam,145,267.38,Romance
Lokesh Kanagaraj,144,289.7,Action
Sandeep Reddy Vanga,109,431.4,Historical
Prashanth Neel,164,429.07,Historical
Kabir Khan,147,130.39,Animation
Rohit Shetty,179,20.12,Crime
Rohit Shetty,173,482.45,Romance
Lokesh Kanagaraj,168,283.92,Biography
Prashanth Neel,157,140.35,Action
Anurag Kashyap,146,147.96,Horror
Kabir Khan,105,296.44,Fantasy
Sriram Raghavan,154,184.76,Biography
S.S. Rajamouli,108,441.87,Thriller
Ayan Mukerji,166,445.82,Animation
Karan Johar,165,236.25,Sci-Fi
Kabir Khan,132,129.51,Comedy
Prashanth Neel,112,305.27,Action
Rajkumar Hirani,178,304.55,Comedy
S.S. Rajamouli,166,395.41,Horror
Zoya Akhtar,175,21.16,Crime
Mani Ratnam,123,35.61,Biography
Vishal Bhardwaj,124,395.64,Horror
Sanjay Leela Bhansali,134,335.3,Comedy
Atlee,94,243.16,Fantasy
Imtiaz Ali,105,393.47,Thriller
Zoya Akhtar,108,66.35,Horror
Vishal Bhardwaj,121,161.95,Romance
Sandeep Reddy Vanga,144,165.39,Crime
Shoojit Sircar,150,291.51,Fantasy
Sriram Raghavan,153,224.86,Comedy
Lokesh Kanagaraj,170,249.87,Romance
Atlee,166,278.03,Sci-Fi
Anurag Kashyap,175,353.73,Musical
Sanjay Leela Bhansali,117,100.34,Crime
Rajkumar Hirani,102,88.35,Historical
Rajkumar Hirani,141,462.56,Crime
Ayan Mukerji,119,158.75,Fantasy
Anurag Kashyap,175,74.5,Fantasy
Rohit Shetty,146,48.12,Drama
Ayan Mukerji,164,320.9,Comedy
S.S. Rajamouli,130,126.31,Biography
Karan Johar,108,21.78,Musical
Shoojit Sircar,115,447.26,Horror
Anurag Kashyap,109,432.46,Musical
Ayan Mukerji,110,71.57,Musical
Kabir Khan,93,388.14,Thriller
Kabir Khan,97,452.77,Sci-Fi
Rajkumar Hirani,111,397.0,Romance
Sandeep Reddy Vanga,119,256.65,Adventure
S.S. Rajamouli,143,428.8,Comedy
Anurag Kashyap,99,345.82,Historical
Karan Johar,124,289.04,Sci-Fi
S.S. Rajamouli,177,378.85,Historical
Sriram Raghavan,174,122.14,Historical
Sriram Raghavan,124,311.88,Horror
Mani Ratnam,139,208.48,Fantasy
Kabir Khan,128,80.19,Biography
Lokesh Kanagaraj,108,125.25,Romance
Rajkumar Hirani,155,150.46,Comedy
Atlee,105,41.01,Historical
Shoojit Sircar,156,256.34,Musical
Ayan Mukerji,133,308.45,Action
Sriram Raghavan,167,94.43,Animation
Sanjay Leela Bhansali,168,340.93,Action
Lokesh Kanagaraj,157,444.65,Animation
Karan Johar,139,205.69,Romance
Karan Johar,143,112.4,Romance
Karan Johar,145,404.7,Romance
Rajkumar Hirani,98,258.04,Romance
Sandeep Reddy Vanga,175,198.6,Romance
Prashanth Neel,129,326.36,Comedy
Lokesh Kanagaraj,118,163.85,Drama
Sriram Raghavan,135,52.86,Historical
Vishal Bhardwaj,104,161.52,Thriller
Zoya Akhtar,95,79.4,Historical
Rohit Shetty,143,442.29,Sci-Fi
Shoojit Sircar,157,62.96,Comedy
Rajkumar Hirani,163,242.1,Drama
Anurag Basu,115,153.1,Crime
Zoya Akhtar,97,381.41,Sci-Fi
Ayan Mukerji,129,250.54,Biography
Anurag Basu,123,477.9,Romantic Comedy
Anurag Kashyap,174,301.67,Comedy
Rohit Shetty,158,362.55,Historical
Vishal Bhardwaj,166,31.0,Fantasy
Rohit Shetty,118,197.54,Musical
Mani Ratnam,168,226.81,Musical
Vishal Bhardwaj,129,246.78,Romance
Lokesh Kanagaraj,138,121.38,Musical
Imtiaz Ali,173,252.22,Romance
Vishal Bhardwaj,112,272.21,Historical
Ayan Mukerji,154,64.38,Historical
Zoya Akhtar,174,232.26,Romantic Comedy
Karan Johar,158,465.29,Biography
Vishal Bhardwaj,162,152.39,Fantasy
Anurag Basu,161,373.26,Crime
S.S. Rajamouli,124,248.98,Action
Prashanth Neel,108,197.03,Fantasy
Mani Ratnam,139,28.41,Horror
Karan Johar,92,448.69,Comedy
Anurag Kashyap,167,59.1,Sci-Fi
Imtiaz Ali,94,303.75,Fantasy
Imtiaz Ali,134,32.99,Historical
Atlee,176,474.7,Animation
Anurag Basu,159,429.85,Romantic Comedy
Sriram Raghavan,148,373.16,Thriller
Anurag Basu,168,442.69,Romance
Atlee,158,366.31,Historical
S.S. Rajamouli,175,169.1,Adventure
Sriram Raghavan,156,252.38,Adventure
Sriram Raghavan,136,61.08,Drama
Sandeep Reddy Vanga,149,258.97,Thriller
Sanjay Leela Bhansali,165,475.39,Sci-Fi
Shoojit Sircar,151,260.09,Crime
Prashanth Neel,158,84.89,Thriller
Kabir Khan,91,373.17,Romance
Imtiaz Ali,97,103.83,Sci-Fi
Vishal Bhardwaj,177,256.2,Biography
Vishal Bhardwaj,174,332.0,Romantic Comedy
Sriram Raghavan,148,381.08,Action
Sandeep Reddy Vanga,154,407.09,Thriller
Imtiaz Ali,130,40.57,Crime
Sriram Raghavan,138,117.67,Horror
Lokesh Kanagaraj,99,483.38,Drama
Kabir Khan,163,340.04,Drama
Imtiaz Ali,125,164.13,Romantic Comedy
Mani Ratnam,163,72.01,Horror
Rajkumar Hirani,107,134.95,Historical
Vishal Bhardwaj,171,103.97,Fantasy
Atlee,95,424.02,Horror
Prashanth Neel,113,76.72,Sci-Fi
Zoya Akhtar,164,307.75,Animation
Anurag Kashyap,138,77.69,Musical
Kabir Khan,140,113.27,Horror
Vishal Bhardwaj,132,212.99,Historical
Prashanth Neel,154,311.77,Historical
Prashanth Neel,160,280.52,Drama
Atlee,176,449.88,Musical
Zoya Akhtar,135,494.13,Drama
Kabir Khan,94,336.39,Action
Vishal Bhardwaj,147,226.53,Drama
Sriram Raghavan,157,183.77,Romance
Vishal Bhardwaj,152,153.7,Thriller
Sriram Raghavan,131,467.16,Action
Anurag Basu,177,308.49,Action
Atlee,171,225.82,Drama
Prashanth Neel,106,352.91,Sci-Fi
Lokesh Kanagaraj,120,150.42,Animation
Vishal Bhardwaj,134,488.13,Romantic Comedy
Shoojit Sircar,90,365.4,Adventure
Zoya Akhtar,179,265.26,Fantasy
S.S. Rajamouli,105,268.05,Drama
Ayan Mukerji,109,441.67,Crime
Anurag Basu,124,449.77,Fantasy
S.S. Rajamouli,104,418.07,Sci-Fi
Lokesh Kanagaraj,164,301.12,Drama
Vishal Bhardwaj,160,259.06,Animation
Shoojit Sircar,139,323.38,Comedy
S.S. Rajamouli,120,311.19,Romance
S.S. Rajamouli,113,433.13,Comedy
Prashanth Neel,146,299.29,Sci-Fi
Imtiaz Ali,120,266.11,Action
Imtiaz Ali,166,257.62,Historical
Ayan Mukerji,162,408.59,Horror
Sandeep Reddy Vanga,154,437.32,Action
Atlee,111,330.89,Historical
Kabir Khan,110,162.01,Adventure
Ayan Mukerji,152,353.71,Adventure
Sandeep Reddy Vanga,99,487.99,Thriller
Shoojit Sircar,125,372.98,Action
S.S. Rajamouli,152,493.96,Musical
Sandeep Reddy Vanga,91,265.66,Fantasy
Imtiaz Ali,140,374.92,Historical
S.S. Rajamouli,118,123.83,Comedy
Anurag Kashyap,134,197.04,Fantasy
Lokesh Kanagaraj,136,390.14,Adventure
S.S. Rajamouli,159,302.04,Biography
Shoojit Sircar,165,425.06,Drama
Sandeep Reddy Vanga,172,106.31,Animation
Vishal Bhardwaj,172,269.21,Horror
Kabir Khan,141,422.51,Fantasy
Sanjay Leela Bhansali,177,341.73,Animation
Rohit Shetty,113,483.42,Drama
Lokesh Kanagaraj,115,362.07,Crime
Lokesh Kanagaraj,170,399.46,Adventure
Sriram Raghavan,152,149.83,Fantasy
Karan Johar,174,358.56,Historical
Prashanth Neel,152,109.18,Sci-Fi
Mani Ratnam,105,464.83,Crime
Zoya Akhtar,110,30.58,Romantic Comedy
Lokesh Kanagaraj,108,34.51,Thriller
Mani Ratnam,143,151.87,Crime
Lokesh Kanagaraj,100,287.66,Adventure
Mani Ratnam,94,263.94,Drama
Imtiaz Ali,130,326.77,Musical
Zoya Akhtar,130,431.85,Action
Karan Johar,99,108.08,Musical
S.S. Rajamouli,147,303.05,Crime
Imtiaz Ali,109,31.49,Romance
Mani Ratnam,92,382.68,Biography
Sanjay Leela Bhansali,118,415.19,Historical
S.S. Rajamouli,160,304.64,Animation
Rajkumar Hirani,99,201.63,Action
Anurag Basu,101,338.76,Crime
Shoojit Sircar,91,151.16,Crime
S.S. Rajamouli,165,94.73,Historical
Rajkumar Hirani,101,261.72,Romance
Rajkumar Hirani,158,94.13,Fantasy
Rajkumar Hirani,92,456.95,Musical
Sandeep Reddy Vanga,165,287.86,Adventure
Kabir Khan,107,228.33,Historical
Vishal Bhardwaj,161,434.21,Sci-Fi
Sriram Raghavan,111,73.94,Action
Vishal Bhardwaj,118,195.4,Crime
Rohit Shetty,96,487.61,Animation
Shoojit Sircar,155,393.78,Thriller
Shoojit Sircar,159,403.66,Fantasy
Sriram Raghavan,171,483.09,Biography
Anurag Basu,135,255.66,Comedy
Anurag Basu,157,60.44,Horror
S.S. Rajamouli,149,488.44,Action
Anurag Kashyap,140,201.48,Romantic Comedy
Imtiaz Ali,153,327.6,Crime
Prashanth Neel,161,483.68,Biography
Shoojit Sircar,110,478.16,Musical
Sanjay Leela Bhansali,162,205.55,Romantic Comedy
Imtiaz Ali,123,122.29,Horror
S.S. Rajamouli,158,378.78,Horror
S.S. Rajamouli,172,68.38,Romance
S.S. Rajamouli,106,326.95,Sci-Fi
Anurag Basu,101,189.12,Romantic Comedy
Vishal Bhardwaj,96,490.53,Drama
Ayan Mukerji,178,406.66,Adventure
Imtiaz Ali,121,283.24,Romance
S.S. Rajamouli,168,61.17,Adventure
Prashanth Neel,94,306.41,Crime
Imtiaz Ali,120,22.67,Musical
Anurag Basu,179,498.21,Horror
Anurag Basu,136,171.78,Musical
Vishal Bhardwaj,113,176.83,Comedy
Vishal Bhardwaj,142,244.5,Thriller
S.S. Rajamouli,164,241.69,Fantasy
Atlee,129,475.66,Drama
Sriram Raghavan,125,125.7,Animation
Kabir Khan,126,31.89,Drama
Sandeep Reddy Vanga,117,273.11,Musical
Anurag Basu,92,243.02,Fantasy
Lokesh Kanagaraj,143,368.46,Drama
Imtiaz Ali,117,54.1,Animation
S.S. Rajamouli,170,423.6,Historical
Anurag Kashyap,95,284.45,Biography
Ayan Mukerji,154,189.41,Crime
Atlee,170,244.87,Crime
Shoojit Sircar,105,65.64,Drama
Zoya Akhtar,144,362.67,Fantasy
Shoojit Sircar,158,84.07,Sci-Fi
Lokesh Kanagaraj,105,437.09,Crime
Lokesh Kanagaraj,151,256.31,Adventure
Rajkumar Hirani,101,490.88,Biography
Anurag Basu,96,340.44,Animation
Vishal Bhardwaj,167,40.62,Action
Sandeep Reddy Vanga,135,160.07,Adventure
Imtiaz Ali,175,316.57,Sci-Fi
Sriram Raghavan,149,456.35,Comedy
Imtiaz Ali,174,422.89,Historical
Anurag Kashyap,136,246.56,Horror
Sandeep Reddy Vanga,119,222.57,Fantasy
Shoojit Sircar,163,338.93,Thriller
Rohit Shetty,120,427.48,Historical
Sandeep Reddy Vanga,148,418.87,Sci-Fi
Atlee,155,347.98,Animation
Anurag Basu,125,374.01,Action
S.S. Rajamouli,129,244.48,Historical
Mani Ratnam,97,179.81,Comedy
Ayan Mukerji,101,403.27,Adventure
Rajkumar Hirani,161,159.92,Historical
Ayan Mukerji,139,406.39,Horror
S.S. Rajamouli,166,411.31,Drama
Prashanth Neel,127,213.21,Drama
Vishal Bhardwaj,97,188.03,Action
Karan Johar,126,398.12,Fantasy
S.S. Rajamouli,121,440.41,Animation
Anurag Basu,92,88.21,Romantic Comedy
Prashanth Neel,166,162.54,Romantic Comedy
Sriram Raghavan,116,281.07,Romance
Anurag Kashyap,170,334.29,Romantic Comedy
Zoya Akhtar,158,184.6,Sci-Fi
Shoojit Sircar,119,22.66,Animation
Zoya Akhtar,95,210.29,Crime
Anurag Kashyap,149,130.97,Romance
Kabir Khan,118,92.0,Drama
S.S. Rajamouli,126,413.7,Fantasy
Ayan Mukerji,97,382.33,Biography
Zoya Akhtar,169,116.64,Historical
S.S. Rajamouli,100,79.17,Adventure
Sriram Raghavan,144,22.54,Musical
Anurag Basu,151,290.47,Biography
Ayan Mukerji,150,165.01,Thriller
Rohit Shetty,156,167.84,Drama
Sandeep Reddy Vanga,138,157.35,Romantic Comedy
Sandeep Reddy Vanga,156,276.02,Romantic Comedy
Vishal Bhardwaj,146,440.18,Adventure
Kabir Khan,121,423.49,Romance
Anurag Basu,91,231.55,Adventure
Imtiaz Ali,168,299.94,Comedy
Anurag Basu,118,432.74,Biography
Sandeep Reddy Vanga,143,260.3,Animation
Karan Johar,117,206.31,Horror
S.S. Rajamouli,127,466.69,Crime
Vishal Bhardwaj,97,398.74,Thriller
Sriram Raghavan,149,33.91,Comedy
Mani Ratnam,115,466.4,Musical
Sanjay Leela Bhansali,142,66.86,Adventure
Sandeep Reddy Vanga,141,246.12,Comedy
Anurag Kashyap,95,213.13,Adventure
Sandeep Reddy Vanga,148,130.38,Drama
Sandeep Reddy Vanga,153,223.01,Horror
Sriram Raghavan,173,205.23,Historical
Zoya Akhtar,105,317.8,Adventure
Ayan Mukerji,98,147.17,Action
Rajkumar Hirani,95,177.7,Romance
Sandeep Reddy Vanga,168,478.6,Biography
Atlee,178,363.39,Romance
S.S. Rajamouli,164,347.14,Romantic Comedy
S.S. Rajamouli,97,110.49,Romantic Comedy
Vishal Bhardwaj,169,113.81,Horror
Imtiaz Ali,120,435.31,Fantasy
Shoojit Sircar,146,473.98,Crime
S.S. Rajamouli,99,44.21,Animation
S.S. Rajamouli,112,155.92,Musical
S.S. Rajamouli,124,20.13,Drama
Ayan Mukerji,97,103.25,Biography
Karan Johar,117,378.75,Adventure
Rajkumar Hirani,140,349.51,Animation
Anurag Kashyap,134,132.89,Action
Sanjay Leela Bhansali,127,333.92,Romantic Comedy
Sandeep Reddy Vanga,135,372.42,Fantasy
Sandeep Reddy Vanga,152,430.86,Comedy
Mani Ratnam,176,361.88,Adventure
S.S. Rajamouli,155,99.56,Musical
Prashanth Neel,156,491.8,Thriller
Shoojit Sircar,165,120.6,Drama
Sriram Raghavan,99,480.67,Fantasy
Mani Ratnam,122,418.21,Sci-Fi
Sanjay Leela Bhansali,99,168.39,Animation
Zoya Akhtar,147,99.58,Musical
Imtiaz Ali,160,122.97,Comedy
Imtiaz Ali,134,287.66,Animation
Anurag Basu,130,183.66,Biography
Karan Johar,114,302.97,Animation
S.S. Rajamouli,131,433.66,Biography
Rajkumar Hirani,176,50.02,Romantic Comedy
Atlee,156,87.03,Comedy
Shoojit Sircar,179,148.64,Fantasy
Sandeep Reddy Vanga,90,410.55,Action
S.S. Rajamouli,173,30.77,Drama
Zoya Akhtar,169,106.25,Drama
Kabir Khan,128,286.25,Drama
Sandeep Reddy Vanga,171,242.67,Romance
Rajkumar Hirani,159,475.81,Adventure
Karan Johar,142,182.87,Adventure
Zoya Akhtar,134,462.27,Musical
Vishal Bhardwaj,128,193.84,Horror
S.S. Rajamouli,145,191.62,Biography
Anurag Basu,110,419.07,Romantic Comedy
Atlee,114,389.96,Historical
Shoojit Sircar,166,306.67,Romance
Ayan Mukerji,108,166.71,Romance
Prashanth Neel,111,89.38,Crime
Kabir Khan,180,227.43,Action
Vishal Bhardwaj,144,292.07,Romantic Comedy
Mani Ratnam,134,191.01,Action
Rohit Shetty,157,258.48,Biography
Ayan Mukerji,152,273.11,Adventure
Anurag Kashyap,175,416.79,Historical
Ayan Mukerji,144,150.33,Action
Imtiaz Ali,149,135.78,Romantic Comedy
S.S. Rajamouli,91,89.68,Adventure
Mani Ratnam,129,324.64,Drama
Zoya Akhtar,104,402.53,Action
Prashanth Neel,108,52.5,Thriller
Ayan Mukerji,112,309.87,Animation
Rohit Shetty,115,131.43,Thriller
